Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Red,Imma Langhe Nebbiolo 2016,Italy,Langhe,Marco Bonfante,3.9,46,13.99,2016
Red,Tempranillo 2014,Spain,Castilla y León,Bodegas Clunia,3.9,46,15.9,2014
Red,Vignacorta 2017,Italy,Calabria,Fattoria San Francesco,3.7,46,9.5,2017
Red,Gigondas Hominis Fides 2012,France,Gigondas,Château de Saint Cosme,4.1,46,75,2012
Red,Plénitude Madiran Rouge 2011,France,Madiran,Plaimont,3.4,46,22,2011
Red,Magna Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Paolo Manzone,3.6,46,11.6,2017
Red,Le Sommet 2016,South Africa,Paarl,Mont du Toit,4.3,46,64,2016
Red,Red Blend 2015,Chile,Itata Valley,Viña La Causa,3.9,46,15.3,2015
Red,Arvino 2016,Italy,Calabria,Statti,3.8,46,14.38,2016
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4,46,67.26,2017
Red,1000X Cabernet - Merlot 2012,Austria,Burgenland,Feiler-Artinger,4.2,46,30.47,2012
Red,Plansel Selecta Homenagem Ao Thomas 2014,Portugal,Alentejano,Quinta da Plansel,3.4,46,6.77,2014
Red,Hèritages Rasteau 2013,France,Rasteau,Ogier,3.5,46,11.9,2013
Red,Le Pré des Suves Côtes du Rhône Villages 2016,France,Côtes-du-Rhône-Villages,Le Plan des Moines,3.6,46,10.63,2016
Red,Gamay Noir 2016,Canada,Niagara Peninsula,EastDell,3.3,46,14.95,2016
Red,Strassertal Zweigelt 2017,Austria,Niederösterreich,Johann Topf,3.3,46,12.41,2017
Red,Bin 169 Cabernet Sauvignon 2016,Australia,Coonawarra,Penfolds,4.4,46,319.55,2016
Red,Carmenère 2019,Chile,Central Valley,Antares,3.2,46,5.54,2019
Red,Rosso 2018,Italy,Terre Siciliane,Don Mannarone,4.1,46,7.99,2018
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Trotte Vieille,3.7,46,70.19,2013
Red,Freinsheim Spätburgunder 2016,Germany,Pfalz,Rings,3.6,46,23.06,2016
Red,Margaux 2017,France,Margaux,Château Marsac Séguineau,4.1,46,25.99,2017
Red,L'Ancely Languedoc La Clape 2015,France,La Clape,Château la Négly,4.2,46,63.36,2015
Red,Tìros Limited Edition 2015,Italy,Colli del Limbara,Siddura,4.2,46,34.9,2015
Red,Rex Garnacha - Graciano 2017,Spain,Rioja,Lacrimus,3.8,46,7.1,2017
Red,Le Traversier Châteauneuf-du-Pape Rouge 2016,France,Châteauneuf-du-Pape,Château Simian,4.2,46,26.48,2016
Red,Cabernet Sauvignon Garda 2017,Italy,Garda,S. Cristina,3.9,46,13.53,2017
Red,Bàcco 2016,Italy,Isola dei Nuraghi,Siddura,3.9,46,27.2,2016
Red,Sàgana (Tenuta San Giacomo) 2016,Italy,Sicilia,Cusumano,3.9,46,26.9,2016
Red,Baron Salvadori Anticus Riserva 2016,Italy,Südtirol - Alto Adige,Nals Margreid,4.4,46,26.23,2016
Red,Tempranillo 2018,Spain,Castilla,Faustino Rivero Ulecia,3,46,5.95,2018
Red,Sélection Spéciale Cabernet - Merlot 2017,France,Pays d'Oc,Les Jamelles,4,46,9.73,2017
Red,Saint Ferréol Bandol 2011,France,Bandol,Domaine de la Tour du Bon,4,46,41.91,2011
Red,Merlot 2016,Italy,Südtirol - Alto Adige,Franz Haas,3.9,46,25.9,2016
Red,Nuits-Saint-Georges 'Les Argillats' 2017,France,Nuits-Saint-Georges,Philippe Gavignet,4.4,46,46.77,2017
Red,Merlot 2018,Chile,Central Valley,de Gras,3.2,46,5.33,2018
Red,Selection Barbera 2016,Slovenia,Vipava,Guerila,3.8,46,19,2016
Red,Cabernet Sauvignon (Ou Kalant) 2018,South Africa,Coastal Region,MAN,3.4,46,5.94,2018
Red,Limited Release Carmenère 2015,Chile,Rapel Valley,Sutil,4.1,46,12.65,2015
Red,Bordeaux Supérieur Merlot 2016,France,Bordeaux Supérieur,Château Saby,3.9,46,9.56,2016
Red,Vigneto La Casuccia Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Castello di Ama,4.3,46,224.89,2013
Red,S.....Sprung Trocken 2015,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.5,46,13.5,2015
Red,Spätburgunder 2015,Germany,Baden,Kopp,3.3,46,9.9,2015
Red,5 Vignes Barbera d'Asti 2017,Italy,Barbera d'Asti,La Morandina,3.6,46,9.5,2017
Red,Melisseo Superiore Cirò Rosso 2016,Italy,Cirò,Cantine de Luca,3.6,46,7.6,2016
Red,Tempranillo 2014,Spain,Castilla y León,Barcelo,3,46,5.8,2014
Red,Campo Prognài Valpolicella Superiore 2012,Italy,Valpolicella,Latium Morini,4,460,19.95,2012
Red,Pèppoli Chianti Classico 2018,Italy,Chianti Classico,Antinori,3.8,460,13.44,2018
Red,Ripasso 2016,Italy,Valpolicella Ripasso,Villa Cavarena,3.8,460,31.48,2016
Red,Pomerol 2005,France,Pomerol,Château Gazin,4.4,460,139.95,2005
Red,Sommarovina Valtellina Superiore Sassella 2014,Italy,Valtellina Superiore,Mamete Prevostini,3.8,461,24,2014
Red,Douro Redoma Tinto 2011,Portugal,Douro,Niepoort,4,461,34.89,2011
Red,Tre Autoctoni Evoluzione Notturnia N.V.,Italy,Vino d'Italia,Farnese,3.7,461,7.75,N.V.
Red,Margaux (Grand Cru Classé) 2012,France,Margaux,Château Durfort-Vivens,4,462,43.82,2012
Red,Montado Alentejo Tinto 2018,Portugal,Alentejo,José Maria da Fonseca,3.6,462,5.99,2018
Red,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Langoa Barton,4.2,462,82,2010
Red,Spice Trader Shiraz - Cabernet Sauvignon 2015,Australia,Langhorne Creek,Heartland,3.9,463,9.98,2015
Red,Montsant Acústic 2017,Spain,Montsant,Acustic Celler,4,463,14.06,2017
Red,Aconcagua Valley 2016,Chile,Aconcagua Valley,Sena,4.4,463,131.6,2016
Red,The Velvet Devil Merlot 2017,United States,Columbia Valley,Charles Smith,3.6,463,13.16,2017
Red,Tinto (Malbec) 2017,Argentina,Salta,Amalaya,3.8,4634,11.89,2017
Red,Mille E Una Notte 2016,Italy,Contessa Entellina,Donnafugata,4.4,464,44.5,2016
Red,Big Easy Red 2017,South Africa,Western Cape,Ernie Els,3.7,464,17.36,2017
Red,Petit Caro Malbec - Cabernet Sauvignon 2017,Argentina,Mendoza,Caro (Catena and Rothschild),4,464,19.6,2017
Red,Mythique Languedoc Rouge 2018,France,Languedoc,Val d'Orbieu,3.5,465,6.78,2018
Red,Barbera d'Asti 2018,Italy,Barbera d'Asti,Ricossa,3.8,465,6.58,2018
Red,Sito dell'Ulmo Merlot 2011,Italy,Menfi,Planeta,3.7,465,18.99,2011
Red,Reserva Merlot 2012,Chile,Colchagua Valley,Caliterra,3.4,466,6.03,2012
Red,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Pontet-Canet,4.4,466,135.5,2015
Red,A Mano Rioja 2015,Spain,Rioja,Lan,4.3,466,33.9,2015
Red,Pomerol 2013,France,Pomerol,Château Clinet,3.9,467,71.15,2013
Red,Syrah 2017,United States,Columbia Valley,Chateau Ste. Michelle,4,467,13.49,2017
Red,Chianti Classico 2016,Italy,Chianti Classico,Rocca di Montegrossi,4,467,13.95,2016
Red,Barbera d'Alba 2018,Italy,Barbera d'Alba,Fontanafredda,3.5,467,7.08,2018
Red,Haut-Médoc (Grand Cru Classé) 2012,France,Haut-Médoc,Château La Lagune,4.1,467,71.17,2012
Red,Campolongo di Torbe Amarone della Valpolicella Classico 2011,Italy,Amarone della Valpolicella Classico,Masi,4.4,468,119,2011
Red,Rioja Reserva 2013,Spain,Rioja,Antaño,3.3,468,9.99,2013
Red,Le Petit Mouton de Mouton Rothschild Pauillac 2005,France,Pauillac,Château Mouton Rothschild,4.4,468,339.95,2005
Red,Pessac-Léognan 2005,France,Pessac-Léognan,Château Haut-Bailly,4.3,468,124.95,2005
Red,Malbec 2018,Argentina,Mendoza,Anubis,3.7,469,9.99,2018
Red,Amarone della Valpolicella Classico 2010,Italy,Amarone della Valpolicella Classico,Bertani,4.3,469,87.2,2010
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Malartic-Lagravière,4.2,469,79.95,2005
Red,Paula Cabernet Sauvignon 2018,Argentina,Mendoza,Doña Paula,3.6,469,6.73,2018
Red,Cahors 2015,France,Cahors,Château du Cèdre,3.9,469,15.9,2015
Red,Télégramme Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,4.3,469,39.99,2017
Red,Armonia Rouge 2018,France,Vin de France,Bassac,3.6,47,6.95,2018
Red,Anniversario Monferrato 2013,Italy,Monferrato,Michele Chiarlo,3.6,47,12.19,2013
Red,Chianti Classico 2016,Italy,Chianti Classico,Villa Trasqua,4,47,12.1,2016
Red,Appassimento 2018,Italy,Piemonte,Nardelli,4,47,7.3,2018
Red,Béla-Jóska Eisenberg 2017,Austria,Burgenland,Wachter-Wiesler,3.6,47,12.32,2017
Red,Vom Kalk Pinot Noir 2015,Austria,Mittelburgenland,Weninger,3.6,47,15.65,2015
Red,4m 2017,Spain,Rioja Alta,Tarón,3.4,47,7.02,2017
Red,Pomerol 2015,France,Pomerol,Château Gombaude-Guillot,4.3,47,81.58,2015
Red,Blaufränkisch Leithakalk 2015,Austria,Burgenland,Kollwentz,3.7,47,22.69,2015
Red,Pomerol 2012,France,Pomerol,Château La Providence,4.3,47,80.15,2012
Red,Pinotage 2015,South Africa,Stellenbosch,Drostdy-Hof,3.4,47,7.79,2015
Red,Block G+I 2016,Chile,Colchagua Valley,Polkura,4.1,47,31.19,2016
Red,Les Terroirs Saint-Chinian 2013,France,Saint-Chinian,Calmel & Joseph,3.8,47,7.75,2013
Red,Las Flors de la Pèira Terrasses du Larzac 2017,France,Terrasses du Larzac,La Pèira en Damaisèla,3.8,47,29.15,2017
Red,Pomerol 2015,France,Pomerol,Clos l'Eglise,4.3,47,94.95,2015
Red,Langhe Freisa 2018,Italy,Langhe,Comm. G.B. Burlotto,3.9,47,18.9,2018
Red,L'Esprit de Font Caude Montpeyroux 2014,France,Montpeyroux,Alain Chabanon,4.3,47,29.9,2014
Red,Chambolle-Musigny 2016,France,Chambolle-Musigny,Joseph Drouhin,4.1,47,76.09,2016
Red,Côtes du Rhône 2018,France,Côtes-du-Rhône,Maison Plantevin,3.8,47,7.7,2018
Red,Arthos Pinot Noir 2013,Germany,Pfalz,Weingut Metzger,4.2,47,89.68,2013
Red,Côte-Rôtie La Turque 2014,France,Côte-Rôtie,E. Guigal,4.5,47,298,2014
Red,120 Merlot 2018,Chile,Central Valley,Santa Rita,3.4,47,6.33,2018
Red,Einstern Pinot Noir 2016,Germany,Mosel,Markus Molitor,3.7,47,18.91,2016
Red,Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Château Lucia,3.9,47,56.95,2010
Red,Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château Petit Gravet Aîné,3.7,47,35.09,2014
Red,MUAC 2017,Spain,Mallorca,Terra de Falanis,3.6,47,11.75,2017
Red,Ruvei Barbera d'Alba 2018,Italy,Barbera d'Alba,Marchesi di Barolo,3.8,47,10.9,2018
Red,Altavilla della Corte Cabernet Sauvignon 2017,Italy,Terre Siciliane,Firriato,3.7,47,9.85,2017
Red,Melodias Cabernet Sauvignon 2018,Argentina,Mendoza,Trapiche,2.9,47,5.95,2018
Red,Prestige Médoc 1999,France,Médoc,Château Haut Condissas,4,47,53.71,1999
Red,Le Maestrelle Toscana 2018,Italy,Toscana,Santa Cristina,3.8,47,9.9,2018
Red,Bairrada Reserva 2013,Portugal,Bairrada,Caves Primavera,3,47,5.36,2013
Red,Rouge 2018,France,Côtes de Provence,Domaine Houchart,3.8,47,9.99,2018
Red,Block No. 3 2015,Portugal,Alentejo,Herdade da Calada,4.2,47,26.32,2015
Red,Nebbiolo d'Alba 2007,Italy,Nebbiolo d'Alba,Monti,3.7,47,21.6,2007
Red,Tenuta Monte Santu Cerasa 2015,Italy,Cannonau di Sardegna,Tenute Ledda,3.6,47,17.5,2015
Red,Puglia Negroamaro 2017,Italy,Puglia,Montecore,3.7,47,5.5,2017
Red,Pomerol 2017,France,Pomerol,Château Rouget,4,47,48.55,2017
Red,Ahrweiler Spätburgunder 2013,Germany,Ahrweiler,J.J. Adeneuer,3.3,47,10.67,2013
Red,Etna Feudo di Mezzo Il Quadro Delle Rose Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,47,37.45,2017
Red,Moganazzi 2017,Italy,Etna,Tenuta delle Terre Nere,4,47,37.45,2017
Red,Gigondas Valbelle 2012,France,Gigondas,Château de Saint Cosme,4.2,47,49.95,2012
Red,Chianti Classico 2016,Italy,Chianti Classico,I Sodi,3.9,47,13.09,2016
Red,Zahir 2014,Germany,Pfalz,Oliver Zeter,3.9,47,38.01,2014
Red,Chianti Classico 2017,Italy,Chianti Classico,Poggio Al Sole,3.8,47,13.9,2017
Red,Teroldego Rotaliano 2018,Italy,Teroldego Rotaliano,Endrizzi,3.6,47,9.5,2018
Red,Don Luigi Riserva 2015,Italy,Molise,Di Majo Norante,4.2,47,19.9,2015
Red,Les Peuilles Chinon 2015,France,Chinon,Domaine Olga Raffault,3.4,47,16.9,2015
Red,La Preosa Valpolicella Classico Superiore 2015,Italy,Valpolicella Classico,Boscaini Carlo,3.5,47,14.5,2015
Red,Pinot Fin Bourgogne 2017,France,Bourgogne,Domaine Arnoux-Lachaux,3.9,47,44.96,2017
Red,Bordeaux Supérieur 2014,France,Bordeaux Supérieur,Château de la Cour d'Argent,3.3,47,11.21,2014
Red,Lo Mainatge 2015,France,Minervois,La Croix de Saint Jean,3.8,47,14.5,2015
Red,Shiraz - Petit Verdot 2018,Australia,South Eastern Australia,Barramundi,3.2,47,6.5,2018
Red,Spätburgunder J 2017,Germany,German Wine,Jean Stodden,3.6,47,23,2017
Red,Reserva Tinto 2017,Portugal,Alentejo,Quinta do Paral,4.5,47,27.99,2017
Red,Pomona Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Villa Poggio Salvi,4.4,47,72.75,2011
Red,Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Villa Canestrari,3.9,47,19.4,2015
Red,Bicentenaire Vieilles Vignes Corbières 2016,France,Corbières,Château Etang des Colombes,3.8,47,8.5,2016
Red,Montubert Barbaresco 2015,Italy,Barbaresco,Icardi,3.8,47,22.91,2015
Red,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Malescot St. Exupery,4.4,470,129.95,2005
Red,Empordà Finca Malaveïna 2016,Spain,Empordà,Castillo Perelada,4.2,470,29.84,2016
Red,Puro Malbec - Cabernet 2017,Argentina,Mendoza,Dieter Meier,3.8,470,13.9,2017
Red,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Val di Suga,3.9,471,26.9,2014
Red,Corimbo I 2014,Spain,Ribera del Duero,Bodegas La Horra,4.2,471,52.12,2014
Red,Estate Carmenère 2018,Chile,Aconcagua Valley,Errazuriz,3.8,471,8.28,2018
Red,Predicador Rioja 2017,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.1,471,25.78,2017
Red,Barolo Bussia 2011,Italy,Barolo,Giacomo Fenocchio,4,471,34.82,2011
Red,Fruttaio Ca’ Rizzieri Sfursat di Valtellina 2013,Italy,Sforzato della Valtellina,Aldo Rainoldi,4.4,472,38.7,2013
Red,The Laughing Magpie Shiraz - Viognier 2011,Australia,McLaren Vale,d'Arenberg,3.7,472,21.4,2011
Red,Alta Malbec (Barrancas Vineyards) 2013,Argentina,Mendoza,Pascual Toso,4.3,473,34.54,2013
Red,Pessac-Léognan 2005,France,Pessac-Léognan,Château Haut-Bergey,3.9,473,38.02,2005
Red,Barolo 2015,Italy,Barolo,Mauro Molino,4,473,29.15,2015
Red,Felino Malbec 2018,Argentina,Mendoza,Viña Cobos,4,4735,13.25,2018
Red,San Leonardo 2014,Italy,Vigneti delle Dolomiti,San Leonardo,4.2,474,64,2014
Red,Arele Rosso (Appassimento) 2016,Italy,delle Venezie,Tommasi,4,474,13.9,2016
Red,Tête de Bélier Saint-Drézéry Rouge 2017,France,Saint-Drézéry,Château Puech-Haut,4.2,474,29.5,2017
Red,Reserva 2014,Spain,Rioja,Viña Albina,3.6,474,12.58,2014
Red,Ribera del Duero (Crianza) 2016,Spain,Ribera del Duero,Cruz de Alba,3.9,474,15.27,2016
Red,Pic-Saint-Loup Classique Bergerie 2018,France,Pic-Saint-Loup,Domaine de l'Hortus,3.8,474,13.15,2018
Red,Ja! 2017,Spain,La Mancha,Tinedo,3.7,475,7.5,2017
Red,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Le Ragnaie,4.2,476,46.3,2012
Red,Luce Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Luce della Vite,4.4,476,95.43,2013
Red,Guarda Rios Gold Edition 2018,Portugal,Ribatejo,Vale d'Algares,3.9,476,9.75,2018
Red,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Lynch-Bages,4.3,476,154.99,2015
Red,Montefalco Rosso 2016,Italy,Montefalco,Antonelli San Marco,3.7,476,12.9,2016
Red,Clos de Los Siete (by Michel Rolland) 2017,Argentina,Mendoza,Clos de los Siete,4,477,14.13,2017
Red,Pessac-Léognan (Grand Cru Classé) 2014,France,Pessac-Léognan,Château Olivier,3.9,477,33.81,2014
Red,Cinsault 2014,Chile,Itata Valley,Viña La Causa,3.9,477,10.89,2014
Red,Chianti Classico Riserva Novecento 2015,Italy,Chianti Classico,Dievole,4,478,33.69,2015
Red,Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Langoa Barton,4,478,59,2006
Red,Côte des Roses Rouge 2015,France,Languedoc,Gérard Bertrand,3.7,478,11.02,2015
Red,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château d'Armailhac,4,478,81.58,2016
Red,Massiv 2015,Austria,Neusiedlersee,Keringer,4.3,478,34,2015
Red,Tinto 2004,Spain,Castilla y León,Dehesa La Granja,3.7,478,41.6,2004
Red,Cabernet Sauvignon 2017,Chile,Central Valley,Anderra,2.9,478,6.9,2017
Red,Shiraz 2016,Spain,Castilla,Costa Azul,3.3,478,5.53,2016
Red,Knights Valley Cabernet Sauvignon 2014,United States,Knights Valley,Beringer,4.1,4787,38.89,2014
Red,Corbières Grenache - Syrah - Mourvèdre 2016,France,Corbières,Gérard Bertrand,3.6,479,12.49,2016
Red,Platónico 2016,Portugal,Lisboa,Manz,3.6,479,7.9,2016
Red,Da'Divas Tempranillo 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.5,479,14.57,2012
Red,Campo dei Ciliegi Valpolicella Ripasso 2015,Italy,Valpolicella Ripasso,Latium Morini,3.8,479,15.67,2015
Red,Enemigo Mío Garnacha 2017,Spain,Vino de España,Casa Rojo,3.7,479,9.7,2017
Red,Seraselva 2013,Italy,Toscana,Poggio Al Sole,4.1,48,20.37,2013
Red,Ventoux 2018,France,Ventoux,Mègaphone,4,48,18.84,2018
Red,Vinhas Velhas Tinto 2017,Portugal,Alentejo,Paulo Laureano,3.6,48,12.67,2017
Red,Ardoise Pinot Noix 2014,Germany,Mosel,Pinot Noix,4,48,89.95,2014
Red,Pinotage 2016,South Africa,Breede River Valley,Bergsig Estate,3.9,48,9.85,2016
Red,Akkurat Rot 2018,Switzerland,Zürich,Staatskellerei Zürich,3.8,48,15.11,2018
Red,Amore e Magia Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Podere le Ripi,4.6,48,90.2,2015
Red,Gigondas Vieilles Vignes 2016,France,Gigondas,Tardieu-Laurent,4,48,31.4,2016
Red,Roero 2011,Italy,Roero,Cornarea,3.8,48,16.44,2011
Red,Lorens Barolo 2014,Italy,Barolo,Lodali,4.2,48,49.9,2014
Red,The Motorcycle Marvel 2017,South Africa,Coastal Region,Nederburg,3.9,48,18.84,2017
Red,Secastilla 2015,Spain,Somontano,Viñas del Vero,4.1,48,35.99,2015
Red,Monvigliero Barolo 2013,Italy,Barolo,BelColle,4.1,48,27.15,2013
Red,Rubio 2017,Italy,Toscana,Poggio San Polo,3.4,48,11.21,2017
Red,Ingenuity Italian Blend 2015,South Africa,Coastal Region,Nederburg,3.9,48,35.27,2015
Red,Per Lui Salice Salentino Riserva 2013,Italy,Salice Salentino,Leone de Castris,4.1,48,26.05,2013
Red,Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Enzo Boglietti,3.7,48,15.5,2017
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Clos Saint Martin,4.2,48,179.95,2005
Red,Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Biondi-Santi,4.1,48,86.73,2016
Red,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Argiano,3.5,48,15.85,2018
Red,Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' 2017,France,Châteauneuf-du-Pape,Alain Jaume,3.9,48,28.76,2017
Red,Givry 1er Cru 'A Vigne Rouge' 2017,France,Givry 1er Cru 'Vigne Rouge',Domaine François Lumpp,4.1,48,37.9,2017
Red,Barolo Campo dei Buoi 2013,Italy,Barolo,Costa di Bussia - Tenuta Arnulfo,4,48,30,2013
Red,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Marquis de Terme,3.8,48,50.69,2017
Red,Chianti 2018,Italy,Chianti,Grati,3.2,48,6.9,2018
Red,Negramante Salento Negroamaro 2016,Italy,Salento,Paololeo,4,48,10.95,2016
Red,Château Les Cruzelles Lalande-de-Pomerol 2016,France,Lalande-de-Pomerol,Denis Durantou,4,48,36.95,2016
Red,Spätburgunder 2018,Germany,Baden,Fritz Waßmer,3.8,48,10,2018
Red,Ansela van de Caab 2017,South Africa,Stellenbosch,Muratie,4.4,48,17.79,2017
Red,Simplicity 2013,South Africa,Stellenbosch,Stellenrust,3.3,48,7.75,2013
Red,Cabernet Sauvignon 2018,South Africa,Stellenbosch,Drostdy-Hof,3.3,48,5.75,2018
Red,Serpico Cabernet Sauvignon 2017,Australia,McLaren Vale,Mitolo,4.1,48,47.99,2017
Red,Nuits-Saint-Georges 2014,France,Nuits-Saint-Georges,Louis Jadot,3.6,48,53.35,2014
Red,Tempranillo - Shiraz 2017,Spain,Castilla,Finca Milena,3.2,48,5.35,2017
Red,Barbaresco 2013,Italy,Barbaresco,Antico Monastero,3.8,48,19.3,2013
Red,Rioja Reserva 2014,Spain,Rioja,Vina Herminia,4,48,13.9,2014
Red,Pomerol by Clinet 2014,France,Pomerol,Château Clinet,3.6,48,31.48,2014
Red,I Quattro Conti Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Tenute Quattro Conti,3.6,48,8.37,2017
Red,Osar Rosso del Veronese 2012,Italy,Rosso Veronese,Masi,4.3,48,63.95,2012
Red,Appassimento 2018,Italy,Salento,Vallone,4.2,48,9.4,2018
Red,Fleur de d'Artagnan 2018,France,Côtes de Gascogne,Plaimont,3.6,48,4.5,2018
Red,Pomerol 2015,France,Pomerol,Château Certan de May,4.2,48,135.5,2015
Red,Saint-Joseph Deschants 2017,France,Saint-Joseph,M. Chapoutier,4,48,21.24,2017
Red,Terre de Feu Costières-de-Nîmes 2015,France,Costières-de-Nîmes,Château Mourgues du Grès,3.8,48,14.9,2015
Red,Zinfandel 2016,United States,Lodi,Cycles Gladiator,3.6,48,14.4,2016
Red,Malterdinger Spätburgunder 2017,Germany,Baden,Bernhard Huber,4.1,48,18,2017
Red,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Tenuta di Sesta,4.1,48,29.15,2015
Red,Zweigelt Classique 2017,Austria,Burgenland,Weingut Pöckl,3.6,48,12.48,2017
Red,Vinha Grande Douro 2018,Portugal,Douro,Casa Ferreirinha,3.7,48,12.14,2018
Red,Reserva Carmenère 2017,Chile,Central Valley,de Gras,3.5,48,9.45,2017
Red,Die Versuchung Rot 2017,Austria,Niederösterreich,Weingut Krug,4,48,29.28,2017
Red,Côtes de Bordeaux 2016,France,Côtes de Bordeaux,Satellite Wines,3.6,48,16.62,2016
Red,Douro Tinto 2014,Portugal,Douro,Vale D. Maria,4.2,480,45,2014
Red,Pinot Noir Carneros 2016,United States,Los Carneros,Schug,4,480,37.9,2016
Red,Miamba Shiraz 2016,Australia,Barossa,Grant Burge,3.7,480,17.45,2016
Red,Re Manfredi Aglianico del Vulture 2012,Italy,Aglianico del Vulture,Terre degli Svevi,3.8,480,11.27,2012
Red,Pinot Noir 2016,United States,Russian River Valley,Twomey,4.2,480,69.26,2016
Red,Carruades de Lafite Pauillac 2005,France,Pauillac,Château Lafite Rothschild,4.5,481,299.95,2005
Red,23 Barricas Touriga Nacional - Syrah Alentejano 2015,Portugal,Alentejano,Herdade dos Grous,4.2,482,24.86,2015
Red,Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Haut-Batailley,4.2,482,79.95,2005
Red,Antu Grenache - Syrah - Carignan 2015,Chile,Colchagua Valley,MontGras,3.8,482,12.6,2015
Red,Mencía 2016,Spain,Bierzo,Pittacum,3.8,482,12.9,2016
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2013,France,Pessac-Léognan,Château Malartic-Lagravière,4,483,36.06,2013
Red,Chianti Classico 2017,Italy,Chianti Classico,Castello di Ama,3.9,483,28.49,2017
Red,Armador Carménère 2018,Chile,Maule Valley,Odfjell,3.6,484,10.15,2018
Red,Tre Saggi Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Talamonti,3.7,484,10.47,2015
Red,Châteauneuf-du-Pape (Cuvée Tradition) 2016,France,Châteauneuf-du-Pape,Bosquet des Papes,4.2,484,24.27,2016
Red,Haut-Médoc 2016,France,Haut-Médoc,Château Lanessan,3.7,484,17.95,2016
Red,Lote 43 Cabernet Sauvignon - Merlot 2012,Brazil,Vale dos Vinhedos,Miolo,4.2,4846,22.9,2012
Red,Essential Red 2017,United States,California,Bogle,3.8,485,18.24,2017
Red,Private Collection 2017,South Africa,Durbanville,Diemersdal,4,485,18.5,2017
Red,Portillo Merlot 2017,Argentina,Uco Valley,Salentein,3.7,485,7.88,2017
Red,Il Borgo Toscana 2010,Italy,Toscana,Cabreo,4.1,485,66.93,2010
Red,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Langoa Barton,4.1,485,66.28,2011
Red,Cannubi Barolo 2014,Italy,Barolo,Marchesi di Barolo,4.3,485,49.9,2014
Red,Varietal Merlot 2017,Chile,Colchagua Valley,Santa Helena,3.4,485,4.89,2017
Red,Pessac-Léognan (Premier Grand Cru Classé) 2005,France,Pessac-Léognan,Château Haut-Brion,4.6,485,799.95,2005
Red,Margaux (Grand Cru Classé) 2015,France,Margaux,Château Brane-Cantenac,4.2,486,87.24,2015
Red,Malbec 2018,Argentina,Mendoza,Pascual Toso,3.8,486,10.01,2018
Red,Rosso Dei Notri Toscana 2014,Italy,Toscana,Tua Rita,3.8,486,16.9,2014
Red,Pinot Noir 2015,United States,California,Gnarly Head,3.6,486,12.1,2015
Red,Villa Antinori Chianti Classico Riserva 2015,Italy,Chianti Classico,Antinori,4,4865,19.7,2015
Red,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2014,France,Saint-Julien,Château Branaire-Ducru,4.1,487,36.06,2014
Red,Gigondas 2016,France,Gigondas,Château de Saint Cosme,4.1,487,33,2016
Red,Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Léoville Las Cases,4.4,487,165.23,2007
